Filename,Cohort,I plan tasks carefully,I do things without thinking,I make up my mind quickly,I am happy-go-lucky,I don't pay attention,I have racing thoughts,I plan trips well ahead of time,I am self-controlled,I concentrate easily,I save regularly,I squirm at plays or lectures,I am a careful thinker,I plan for job security,I say things without thinking,I like to think about complex problems,I change jobs,I act on impulse,I get easily bored when solving thought problems,I act on the spur of the moment,I am a steady thinker,I change residences,I buy things on impulse,I can only think about one thing at a time,I change hobbies,I spend or charge more than I earn,I often have extraneous thoughts when thinking,I am interested in the present rather than the future,I am restless at the theater or lectures,I like puzzles,I am future-oriented
ms_00_0017,0.0,0.48474645240437164,0.5448367770491803,0.5305420309289617,0.5206771913114754,0.4909394815846994,0.5030181032786886,0.5447197140983606,0.5140961880327869,0.4574442030601093,0.4828734684699454,0.5707955391803279,0.5254343553551912,0.5535155687978143,0.5208535590163934,0.5662618336065574,0.5191972949726775,0.5201488810928961,0.5332093355737705,0.4790383128961748,0.5310200731693989,0.49173771207650274,0.5155474140983607,0.5552944244808744,0.5558828872677596,0.5344667920765027,0.535129793989071,0.5481747122404371,0.5681558133879782,0.5045355892896175,0.5223967250273224
ms_00_0020,0.0,0.4889019517866667,0.5531630774933334,0.5178591865866666,0.5272200083733334,0.47650240917333336,0.5011234604266667,0.5537612270666666,0.5160141460266666,0.4439470191466667,0.49039747688,0.5671736948533334,0.5363203879466666,0.54904436752,0.518088792,0.5818067780266667,0.5193285617066666,0.5204758620266667,0.536957958,0.48600342826666665,0.5407609417333333,0.4878115405866667,0.5203931964533333,0.5707980780533334,0.5580247916533334,0.5425144762133334,0.5409646058400001,0.55898598144,0.5715363692000001,0.49157182293333335,0.5242543490133333
ms_00_0021,0.0,0.5012516594628099,0.5585778390909091,0.5248253447107438,0.5291129292561983,0.4822483733057851,0.5132975369008265,0.5560385340495868,0.519501618677686,0.46136755954545455,0.5066193593388431,0.5706159830991736,0.5417734616528925,0.5732812625206613,0.526611478016529,0.5811253768181819,0.5319640725619835,0.5286252414876034,0.54110437553719,0.4782569213636364,0.5547460103305786,0.49861331243801654,0.5342520426033057,0.566878992892562,0.5673359573140495,0.5535460996694216,0.5421228819834711,0.5618280694628099,0.5776486313223141,0.5046808789669421,0.5358011811157025
ms_00_0022,0.0,0.4830566266666667,0.5502201575257731,0.5206744254639176,0.5318189028865979,0.47323054312714774,0.49608649910652924,0.5654602861168384,0.5160849409621994,0.4327281029896907,0.47401701103092786,0.5686876753264605,0.5452480271477663,0.5633506516494845,0.5093705977319588,0.5907084025773196,0.5066319116494846,0.5101010577663231,0.5380638253608248,0.4971494126460481,0.5508888969415807,0.47311299927835054,0.5108011807216495,0.589961925395189,0.5482531148797251,0.5440638813058419,0.5606016291065292,0.5735209695876289,0.5733059473883162,0.47243786391752585,0.5311144900343643
ms_00_0023,0.0,0.4870170765822785,0.5385096875,0.5178156208860759,0.5139488854113924,0.447582302278481,0.4909594629113924,0.5578544843670886,0.5114118560759494,0.4338221112974684,0.4672200855063291,0.5493979319936709,0.5482964976898734,0.5584824042088607,0.49593171367088607,0.586624095221519,0.4927885930379747,0.5124223134177216,0.5568239400316455,0.4910871030063291,0.5533570351898734,0.46827977816455696,0.5106166443354431,0.5663596319303797,0.5483096618037975,0.5436777987658228,0.5672794620253164,0.5724425228481013,0.5707658499683544,0.4689923870253165,0.5345528732594936
ms_00_0024,0.0,0.4746671682116788,0.5377902182116788,0.5114947761313868,0.5186588408029197,0.4497156312408759,0.4798392518613139,0.5484334808029198,0.5055735127372263,0.41168352467153285,0.45707131354014596,0.5538313698540146,0.5359544697445255,0.5429752864233577,0.4982290475547445,0.5747105492335767,0.4851239468613139,0.5084577702919708,0.5428482679927007,0.4997934417153285,0.5385293535766423,0.45797124843065695,0.5047651281386861,0.5713257172992701,0.5392723362408759,0.5344968838321168,0.5579958776277373,0.5688656708394161,0.5595248274452554,0.45319059138686135,0.5244082402919708
ms_00_0025,0.0,0.48669572863813226,0.5459938108171206,0.5189257750194552,0.5145430397276265,0.45530012540856035,0.48486354431906614,0.5589885655642024,0.514987750466926,0.43142265645914396,0.46706228630350194,0.5599142390272372,0.5464331928015564,0.5584281626848249,0.4994587106614787,0.5872052305836576,0.4987416226070039,0.514636290544747,0.5613742069649805,0.4967686306614786,0.5522635377821012,0.47265812268482493,0.5136294275486382,0.5848958151361868,0.5470195349805448,0.5608410605836576,0.5735986274319066,0.5823415922178988,0.5773792325291829,0.4549466912840467,0.5333240255642023
ms_00_0026,0.0,0.43663923384615383,0.4867863761538462,0.48825220807692304,0.49985792500000004,0.40806131615384617,0.44091184961538465,0.5186071976923077,0.48882459961538466,0.37367295384615384,0.4179214046153846,0.5124296192307692,0.5177372626923077,0.5026137588461539,0.45303896730769233,0.5663347965384615,0.43030946884615384,0.4681263953846154,0.5132559042307693,0.5107520423076923,0.5091245992307692,0.41162105769230767,0.4446936623076923,0.5688198842307692,0.4972367715384616,0.5161203692307692,0.5498960603846154,0.5810095469230769,0.5232396815384616,0.4159859830769231,0.5066229011538461
ms_00_0027,0.0,0.48831973114285715,0.5488041862857143,0.5224870321428572,0.5151153030714285,0.4541823270714286,0.4940459316428572,0.5529363586428572,0.5105336178571428,0.43657091042857143,0.4698524246428571,0.5540236375714286,0.5420989767142858,0.557035,0.5079440883571428,0.5929116411428571,0.5011036662142857,0.5157105819285714,0.5663753322857144,0.4887418322142857,0.5481218285714285,0.4761108095,0.5140011382857144,0.5807281382857143,0.5506083023571429,0.5498136612142857,0.5752092075,0.5833723085714286,0.5686470057142857,0.46299216014285716,0.5361999267857143
ms_00_0029,0.0,0.4789676026229508,0.5434313861202186,0.5171634936065574,0.5319202269398907,0.46742199371584703,0.48141117928961746,0.5599575276502733,0.5197629326775957,0.4222902016393443,0.4648005403278689,0.5581304949726776,0.5499389132786885,0.5501004650273223,0.5059813892349727,0.5827858906557377,0.49848271240437153,0.5091270421311476,0.5425796110382514,0.4995821228415301,0.5480686909289617,0.4686984375409836,0.5100574596174863,0.5798746067213114,0.5489696953005464,0.5465957188524591,0.5604052132786885,0.5771215736612022,0.55977924284153,0.4631699709289617,0.534389496557377
ms_00_0030,0.0,0.4891264747302905,0.5586553347302905,0.5178197735684648,0.5100896249377593,0.4685202927385892,0.4945433838174274,0.5481278470124481,0.5158388953112033,0.44340572365145225,0.48191819875518677,0.5606151102489626,0.5446018324481328,0.5512891886307053,0.5170629423651452,0.5927997519087137,0.5102245234854772,0.5252779260580912,0.5561026291701244,0.4878039342323651,0.5494172238589212,0.4859194026141079,0.5218320328630706,0.5769811202489626,0.557623931493776,0.5516170509958506,0.5627068447302904,0.5760224095435684,0.5730779328215767,0.4804148956846473,0.5314256193775934
ms_00_0031,0.0,0.4811456122727273,0.5460633388429752,0.5163453654545455,0.5223968453719008,0.465983637768595,0.48789891471074376,0.5450320880991735,0.5181501017355372,0.43104529636363637,0.4744324302479339,0.5560287448347108,0.5463102952892561,0.5459760683884297,0.5082633004132231,0.5830079133057852,0.5006218944628099,0.5158080882231405,0.547443336446281,0.4974621719008264,0.5483346101652892,0.4728798689669421,0.5093761141735538,0.5753712414876033,0.5489191695454545,0.5474426925619834,0.5552568840495868,0.5695174333471075,0.5576319940082645,0.47445393512396694,0.5317312795454545
ms_00_0032,0.0,0.4974523466349206,0.5513125323809523,0.5181339322857142,0.5264459530476191,0.4700109639365079,0.504598932,0.5436738155238094,0.5205954857460318,0.4558362780634921,0.5011613048253968,0.5562808245396825,0.5342295740317461,0.5593371820952381,0.5165277813333333,0.5690015008253968,0.5261726734285714,0.5241679361587301,0.5350266911111111,0.48019852939682534,0.5444494667619048,0.49718343879365084,0.5225711661904762,0.5608641463174603,0.5605820277142858,0.5500234752063492,0.542177284095238,0.5569162763492063,0.5671876122857143,0.48425762326984123,0.530557249015873
ms_00_0033,0.0,0.5053468636021505,0.5619064232258065,0.5271186323655914,0.5236217367204301,0.4650745585483871,0.4923469806451613,0.5637113124193548,0.5207430512365592,0.4431159696236559,0.49539977720430106,0.5644083706451613,0.5585561057526881,0.5651886691397849,0.5189270732795699,0.5884369630645161,0.5161924231720431,0.525739730107527,0.5624920900537634,0.49940533489247313,0.5613002288172043,0.48919961069892476,0.5325390873655914,0.5899804722580645,0.5639750510215054,0.5668691569354839,0.566311150967742,0.5859006458602151,0.578148565,0.47229557543010753,0.5392205888172042
ms_00_0035,0.0,0.47152029311224486,0.5365150445918367,0.5054703598469388,0.49856314,0.44140231025510207,0.4759010417857143,0.5366661907653062,0.49484459658163266,0.4190648120408163,0.4670250296428571,0.5432582207653062,0.5252167540816327,0.5328689745918367,0.4961538055102041,0.5703180843367347,0.4919706030612245,0.5062670753571429,0.5437784653061225,0.4772174221428571,0.526623,0.4617867484693877,0.5112954054081633,0.5624345503571428,0.5372791376020408,0.5538154522959183,0.5473077379081633,0.5659990069387755,0.5598975856122449,0.4598319967857143,0.5117364565816327
ms_00_0037,0.0,0.48762036481751825,0.5452400031021898,0.5141648597810219,0.5227848175912408,0.4707611539781022,0.5043867241240876,0.5339089548540146,0.5151409496715328,0.4537160264233577,0.4938597584671533,0.5529189674087591,0.5301147591605839,0.5432236323357664,0.5110605331751825,0.5671303175912409,0.5165910190875912,0.5232973080291972,0.5297328122262773,0.47678942394160584,0.5326241543065693,0.4883293413138686,0.514664385510949,0.5499312663503649,0.5544906859124087,0.5373314135036497,0.534751180729927,0.5499536267883212,0.5610545398540147,0.5004783344525547,0.5214324156569342
ms_04_0002,1.0,0.4988371592565055,0.5465950166914498,0.524414855055762,0.5175199420817843,0.46204332048327135,0.4931977326394052,0.5527740375092937,0.521637066802974,0.44756238405204457,0.47929831695167285,0.548110921598513,0.5495838585501859,0.5508882636802974,0.5183247076579927,0.5829238101115242,0.5086151413382899,0.5259039773234201,0.5570112961710036,0.4898935166542751,0.5491784334944237,0.48883639141263935,0.5163486543122676,0.573595603197026,0.5530203095910781,0.5396504048698885,0.5558637934944238,0.5800605984386616,0.564681234126394,0.48293304758364314,0.5375838005947955
ms_04_0003,1.0,0.5136285361392405,0.5679315861392404,0.5454477820253164,0.5192750662341773,0.4912978721518988,0.525724565221519,0.5454640001265822,0.5434716885443038,0.4849837599050633,0.5147087500632911,0.5503865674367089,0.5535808943670886,0.554326298829114,0.5366801304113924,0.5880026730379747,0.5371106848417722,0.5464238023734177,0.5446221482594937,0.489590662278481,0.5567718444620253,0.5201967620253164,0.5232913022151898,0.5708787385443038,0.5680851404113925,0.5479671505063292,0.5536714677531646,0.567358092943038,0.5693720367405063,0.5210951090822785,0.5467874499683544
ms_04_0004,1.0,0.4956133107630522,0.557509393935743,0.5108308122891566,0.5191767546987952,0.465795186064257,0.5019959902008032,0.5526728175903615,0.5078300470682731,0.44194111718875506,0.4965125330120482,0.5715520595983936,0.5454076492771085,0.5488429116867469,0.5199399903212851,0.5930820991967871,0.5170334614056225,0.5197894912048192,0.5618240463453815,0.4694104348594378,0.55050686248996,0.48559436248995985,0.5387492112048193,0.5638373901606426,0.5676519281927711,0.564297333373494,0.5583670846987951,0.5663200419678716,0.5823076471485944,0.5012823574698795,0.5153525240562249
ms_04_0005,1.0,0.47279349265873016,0.548964478531746,0.5171515542857142,0.5101545863492064,0.4662410354761905,0.4859915109920635,0.5401177351190476,0.5092833338888889,0.42202019595238094,0.46594221857142853,0.5572029342460317,0.5333225352380951,0.5380139557539683,0.5185541983730159,0.5772125836507936,0.5014072980555555,0.5129543554365079,0.5433865139682539,0.48829362797619047,0.5349509705555555,0.4716599207142857,0.516575991984127,0.565409514404762,0.5473306108730159,0.538937521468254,0.5503483921031747,0.5619532768650795,0.5636968228174604,0.4720455865079365,0.5187791502380953
ms_04_0006,1.0,0.49889936080769237,0.5624575847692307,0.5332106980769231,0.5193660260769231,0.47390875692307693,0.5119642663076923,0.5496454372692308,0.5249476184230769,0.4588999572692308,0.4947559019615384,0.5593666019615385,0.5466421136153846,0.5531423831538461,0.5286657282307692,0.5863591502307692,0.5237969992307693,0.5377872794230769,0.5480833869230769,0.48806912873076924,0.5544250108076924,0.5003134920000001,0.5267175562307692,0.5721898576153847,0.5640639694615385,0.5416657811923077,0.5560149935,0.5674383350384615,0.5757509760384615,0.49673362015384614,0.5345575032307692
ms_04_0007,2.0,0.48722953519230766,0.5478963806868131,0.5242234259615385,0.5175313615934066,0.4680011304945055,0.4992624515934066,0.547050998489011,0.5123364257417582,0.44738415337912085,0.48085064030219776,0.5575476048626373,0.5359963043681318,0.5571718075824176,0.5121707949725275,0.5765059507692307,0.5132043817307692,0.5166242187637363,0.5467267438736264,0.4799641679945055,0.54091179,0.4833389959065934,0.5184936700549451,0.5643516961538462,0.5570249318681318,0.5470403737637363,0.5497635940659341,0.5649406888186813,0.5716475368406594,0.48944847736263736,0.5345221177472527
ms_04_0008,1.0,0.4889704935971223,0.5553675373741007,0.5305749085611511,0.5223760417625899,0.496620981438849,0.5021996246043166,0.5692234485251798,0.5188318111151079,0.44849379395683453,0.47987843424460436,0.5811570899640288,0.5429975650000001,0.5567412498201438,0.5207937648920863,0.5856264496043165,0.513153444676259,0.5202435700719424,0.5497193736690648,0.49193583874100716,0.5482688155755395,0.4838746635611511,0.5177569490647482,0.5765811105035972,0.5555956964028776,0.550936595179856,0.5641727250359713,0.5648850197482015,0.5822608525899281,0.491112806294964,0.5243086253597122
ms_04_0010,1.0,0.48880414507936504,0.5707707472222222,0.5322588642857143,0.5191038359920634,0.4965732023015873,0.5089946457142858,0.5425390032142857,0.5222641246031746,0.4464877575396825,0.4821223071031746,0.5694392488492064,0.5379601901190477,0.5339072649206349,0.5443930167857143,0.5905059282936508,0.5221240753174603,0.5314454718650793,0.5537214471825397,0.4876434082539683,0.5406895468650794,0.4963844433730159,0.5225422024603175,0.5759310101190477,0.5591193065873016,0.5438291401587301,0.5623514867460317,0.5670253363888889,0.5695945475,0.4983341463888889,0.5173298467460317
ms_04_0013,1.0,0.4980418468571429,0.5369087014285714,0.5213244365714286,0.505321262,0.47167736771428564,0.5261970485714286,0.5125033788571429,0.5361249342857143,0.4823738831428571,0.5098240528571428,0.5370583122857143,0.5181830417142858,0.5352680171428572,0.5150851240000001,0.5632412711428572,0.5285430431428572,0.5130530551428572,0.5116116657142857,0.46025579257142857,0.5224770202857143,0.5011781782857143,0.500256802,0.5148050517142857,0.5647850417142858,0.5450857237142857,0.5252596668571429,0.5417550534285714,0.5481597191428572,0.5433063511428571,0.5313517974285714
ms_04_0016,1.0,0.5056462892640693,0.5494712135064935,0.5181271604761905,0.5156376464069264,0.4813037043290044,0.5177973321645022,0.5317764152380953,0.5131126123809524,0.4788583593073593,0.5196689667532467,0.5521021218614719,0.52256092,0.557034285021645,0.5262149673160174,0.5651229902164503,0.5404069331168831,0.5322632627272728,0.5315775781385281,0.45772743389610393,0.5325848684415584,0.5068649768398269,0.5253044607792208,0.5363682188744588,0.5649338058008657,0.5421968092640693,0.5173793259740259,0.5376955290909091,0.5606751584415585,0.5290216268398269,0.5247540987878788
ms_04_0017,1.0,0.5109975080201342,0.5665388526845637,0.528753347852349,0.5308356118456375,0.4795675422147651,0.5193245821140939,0.5551126697315436,0.5308643725503356,0.4717872570469798,0.5133313833892618,0.5560821077181208,0.5477425651677852,0.5792979762751678,0.5310297943959731,0.5805522068120805,0.5420022395637584,0.5422748969463087,0.5386455889597315,0.48562199093959735,0.5607270080201343,0.5079077729194631,0.5381061258389261,0.5654144424832215,0.5731802383221476,0.5577523878523489,0.5426894139597315,0.560222021409396,0.573383747818792,0.5082685486577181,0.5465179645973154
ms_04_0019,1.0,0.47970177913533835,0.5506220271428572,0.5145705287406016,0.5196107626127819,0.4765836462218045,0.494620212387218,0.5383895351691729,0.5111021202631579,0.4366028009586466,0.4810163916729323,0.5638713188345865,0.5227479137218045,0.5458956537406016,0.5190958352631578,0.5702017899060151,0.5167382182706767,0.518857759906015,0.5322644858270676,0.48361976584586464,0.5284906478759398,0.48723452291353386,0.5171873989661654,0.5642653179887218,0.5530658284398496,0.5385476127067669,0.5385988489097745,0.5533217899999999,0.5666986259586466,0.48008903031954886,0.5197586711466166
ms_04_0020,1.0,0.486627066918239,0.5461080463522012,0.5162429790880503,0.5181162378301887,0.47004208339622644,0.49622620786163524,0.5515282657861635,0.5107975293710691,0.4426362613207547,0.47747063166666665,0.5560796269182391,0.5386132122955974,0.5530119951886793,0.5119220544968553,0.5812738355345911,0.5077320718553459,0.5155258016037736,0.544425658490566,0.48346121176100626,0.5441387976415094,0.47843680698113206,0.5131661319496855,0.5647651810062893,0.5492734324842767,0.5434409717924529,0.5504332192767295,0.5606626544339623,0.5622388783647799,0.4843566428616352,0.5239214846855346
ms_04_0021,2.0,0.4922825745876289,0.5608549474742268,0.5207084635051547,0.5202114653092784,0.45718400283505156,0.4946434417525773,0.5488009907216496,0.5281762757731959,0.434793417113402,0.4870403956185567,0.5538393743814434,0.5513445906185567,0.5618423888144329,0.5169512591237113,0.5887875074226804,0.515728366443299,0.5264118962371134,0.5469253075257732,0.4962286848969072,0.5593316372680412,0.4890008526804124,0.5203957486597938,0.5897036486082474,0.5604095714948454,0.5469960844329896,0.5560259753092783,0.5809842160824743,0.5719035921649485,0.46591890902061855,0.5429382934536082
ms_04_0022,1.0,0.4998020137280702,0.5590387475877193,0.5179192686403509,0.5206481648245614,0.4578591879385965,0.49765170842105266,0.54685131,0.521638300614035,0.43855068232456135,0.4931752760087719,0.5527345054385965,0.5496860833333334,0.5500205430263158,0.5192078272368421,0.586355024385965,0.5193654054824561,0.5230105795614035,0.551725200745614,0.48133823355263156,0.5521152490350877,0.4849876790350877,0.5274537864912281,0.5713761137280702,0.5592035033771929,0.5607426199561404,0.5534069944298246,0.5731881058333334,0.5677017725,0.48358557802631574,0.5341412056578947
ms_04_0023,2.0,0.4871454020298508,0.550737364358209,0.5082944857014925,0.5110359870746268,0.4587255553432836,0.48728516701492536,0.544788472716418,0.5055163760895522,0.4351932803582089,0.4778288562686567,0.553660091164179,0.5310707592537314,0.5569890646268656,0.5057337949253732,0.5717587373432836,0.5051899050149253,0.518142630119403,0.5499375116716418,0.4808677215820895,0.5376687976716418,0.47325922059701486,0.5183290986865672,0.5669761531641792,0.543480080477612,0.5514007173432836,0.5546758579104477,0.5578631696119403,0.5640623331641791,0.4607334965074627,0.5215882838208955
ms_04_0024,1.0,0.48711460351063823,0.5616655672695036,0.5306228296453901,0.5188011881914895,0.47872809879432626,0.5021219326950355,0.5478342662411347,0.5345803331914893,0.43794145379432625,0.47658687989361703,0.5663549736524823,0.5550143757092199,0.5414862637943263,0.5254409724822695,0.5981225240780141,0.5096960186170213,0.5257451969503546,0.5591370948936171,0.5001715938652482,0.5550686044326241,0.48773826872340426,0.5152855360992907,0.5866893630496454,0.5588321290070922,0.5539604323404256,0.5769347960992908,0.5842917645035461,0.573584620106383,0.48200109138297875,0.5428745891843971
ms_04_0025,1.0,0.5141970335074627,0.5568393981716417,0.5293884388059702,0.531691341641791,0.477876341119403,0.49421091951492535,0.5454291513432836,0.5472787214552239,0.464276439141791,0.5078111605223881,0.5510008118283581,0.5455912449626865,0.5443896804477611,0.5224394523880598,0.5722411870895522,0.5279321685447762,0.5418172315298507,0.5315672112686567,0.5088275280970149,0.5496443817910448,0.510415544402985,0.5151112029104478,0.583168979738806,0.5518563385820896,0.5487160459328358,0.5422583188432836,0.5775979393283582,0.5557127470522388,0.4808183834328358,0.5531548384701492
ms_04_0026,1.0,0.49023996427983535,0.5632407092181071,0.5202037725514403,0.5162715224279836,0.4808288327983539,0.49486284078189297,0.5588390381893004,0.5225494037860082,0.43728529201646094,0.4801423597942387,0.5763713493004116,0.5462387865843622,0.5469561846090535,0.5275161876131688,0.597165908436214,0.5129552760082304,0.5271524307407407,0.5635657632510288,0.492794607654321,0.5517917162962962,0.48382663728395064,0.5251617274485597,0.5834966572839506,0.558874966255144,0.5555211140329218,0.5695718691769548,0.5737426896707819,0.5806246677366255,0.4832317583950617,0.5273301955144033
